Mon Day Year Open High Low Close Volume Adjclose
10 1 2003 995.97 1053.79 995.97 1050.71 1469452100 1050.71
11 3 2003 1050.71 1063.65 1031.2 1058.2 1313181000 1058.2
12 1 2003 1058.2 1112.56 1053.41 1111.92 1312119500 1111.92
1 2 2004 1111.92 1155.38 1105.08 1131.13 1722750000 1131.13
2 2 2004 1131.13 1158.98 1124.44 1144.94 1.554e+09 1144.94
3 1 2004 1144.94 1163.23 1087.16 1126.21 1528634700 1126.21
4 1 2004 1126.21 1150.57 1107.23 1107.3 1583171400 1107.3
5 3 2004 1107.3 1127.74 1076.32 1120.68 1524950000 1120.68
6 1 2004 1120.68 1146.34 1113.32 1140.84 1381109500 1140.84
7 1 2004 1140.84 1140.84 1078.78 1101.72 1456371400 1101.72
8 2 2004 1101.72 1109.68 1060.72 1104.24 1260227200 1104.24
9 1 2004 1104.24 1131.54 1099.18 1114.58 1360850900 1114.58
10 1 2004 1114.58 1142.05 1090.29 1130.2 1571990400 1130.2
11 1 2004 1130.2 1188.46 1127.6 1173.82 1524465700 1173.82
12 1 2004 1173.78 1217.33 1173.78 1211.92 1449518100 1211.92
1 3 2005 1211.92 1217.8 1163.75 1181.27 1658930000 1181.27
2 1 2005 1181.27 1212.44 1180.95 1203.6 1636467800 1203.6
3 1 2005 1203.6 1229.11 1163.69 1180.59 1874017200 1180.59
4 1 2005 1180.59 1191.88 1136.15 1156.85 2180315700 1156.85
5 2 2005 1156.85 1199.56 1146.18 1191.5 1960127100 1191.5
6 1 2005 1191.5 1219.59 1188.3 1191.33 1929251300 1191.33
7 1 2005 1191.33 1245.15 1183.55 1234.18 1962713500 1234.18
8 1 2005 1234.18 1245.86 1201.07 1220.33 1930243400 1220.33
9 1 2005 1220.33 1243.13 1205.35 1228.81 2232144200 1228.81
10 3 2005 1228.81 1233.34 1168.2 1207.01 2493393300 1207.01
11 1 2005 1207.01 1270.64 1201.07 1249.48 2260836100 1249.48
12 1 2005 1249.48 1275.8 1246.59 1248.29 2057125200 1248.29
1 3 2006 1248.29 1294.9 1245.74 1280.08 2595998000 1280.08
2 1 2006 1280.08 1297.57 1253.61 1280.66 2380568400 1280.66
3 1 2006 1280.66 1310.88 1268.42 1294.87 2310510800 1294.87
4 3 2006 1302.88 1318.16 1280.74 1310.61 2406755200 1310.61
5 1 2006 1310.61 1326.7 1245.34 1270.09 2591135900 1270.09
6 1 2006 1270.05 1290.68 1219.29 1270.2 2632855400 1270.2
7 3 2006 1270.06 1280.42 1224.54 1276.66 2440476000 1276.66
8 1 2006 1278.53 1306.74 1261.3 1303.82 2280876500 1303.82
9 1 2006 1303.8 1340.28 1290.93 1335.85 2563743500 1335.85
10 2 2006 1335.82 1389.45 1327.1 1377.94 2708938600 1377.94
11 1 2006 1377.76 1407.89 1360.98 1400.63 2826198000 1400.63
12 1 2006 1400.63 1431.81 1385.93 1418.3 2462849000 1418.3
1 3 2007 1418.03 1441.61 1403.97 1438.24 2983144500 1438.24
2 1 2007 1437.9 1461.57 1389.42 1406.82 2935275700 1406.82
3 1 2007 1406.8 1438.89 1363.98 1420.86 3205736800 1420.86
4 2 2007 1420.83 1498.02 1416.37 1482.37 3006294500 1482.37
5 1 2007 1482.37 1535.56 1476.7 1530.62 3104253600 1530.62
6 1 2007 1530.62 1540.56 1484.18 1503.35 3261343300 1503.35
7 2 2007 1504.66 1555.9 1454.25 1455.27 3564664200 1455.27
8 1 2007 1455.18 1503.89 1370.6 1473.99 4091885600 1473.99
9 4 2007 1473.96 1538.74 1439.29 1526.75 3196581500 1526.75
10 1 2007 1527.29 1576.09 1489.56 1549.38 3477202100 1549.38
11 1 2007 1545.79 1545.79 1406.1 1481.14 4317578500 1481.14
12 3 2007 1479.63 1523.57 1435.65 1468.36 3363127500 1468.36
1 2 2008 1467.97 1471.77 1270.05 1378.55 4925982300 1378.55
2 1 2008 1378.6 1396.02 1316.75 1330.63 4148143000 1330.63
3 3 2008 1330.45 1359.68 1256.98 1322.7 4661172000 1322.7
4 1 2008 1326.41 1404.57 1324.35 1385.59 4113069000 1385.59
5 1 2008 1385.97 1440.24 1373.07 1400.38 4039814700 1400.38
6 2 2008 1399.62 1404.05 1272 1280 4840303300 1280
7 1 2008 1276.69 1292.17 1200.44 1267.38 5923937200 1267.38
8 1 2008 1269.42 1313.15 1247.45 1282.83 4264482300 1282.83
9 2 2008 1287.83 1303.04 1106.42 1166.36 6900428500 1166.36
10 1 2008 1164.17 1167.03 839.8 968.75 7226593900 968.75
11 3 2008 968.67 1007.51 741.02 896.24 6231635200 896.24
12 1 2008 888.61 918.85 815.69 903.25 5320791300 903.25
1 2 2009 902.99 943.85 804.3 825.88 5844561500 825.88
2 2 2009 823.09 875.01 734.52 735.09 7022036200 735.09
3 2 2009 729.57 832.98 666.79 797.87 7633306300 797.87
4 1 2009 793.59 888.7 783.32 872.81 6938945600 872.81
5 1 2009 872.74 930.17 866.1 919.14 6883268000 919.14
6 1 2009 923.26 956.23 888.86 919.32 5330941800 919.32
7 1 2009 920.82 996.68 869.32 987.48 5080675400 987.48
8 3 2009 990.22 1039.47 978.51 1020.62 5764944200 1020.62
9 1 2009 1019.52 1080.15 991.97 1057.08 5633064200 1057.08
10 1 2009 1054.91 1101.36 1019.95 1036.19 5451064000 1036.19
11 2 2009 1036.18 1113.69 1029.38 1095.63 4443852500 1095.63
12 1 2009 1098.89 1130.38 1085.89 1115.1 4163287200 1115.1
1 4 2010 1116.56 1150.45 1071.59 1073.87 5071601500 1073.87
2 1 2010 1073.89 1112.42 1044.5 1104.49 4658238400 1104.49
3 1 2010 1105.36 1180.69 1105.36 1169.43 4702951700 1169.43
4 1 2010 1171.23 1219.8 1170.69 1186.69 5847150900 1186.69
5 3 2010 1188.58 1205.13 1040.78 1089.41 6626699400 1089.41
6 1 2010 1087.3 1131.23 1028.33 1030.71 5235174000 1030.71
7 1 2010 1031.1 1120.95 1010.91 1101.6 4704026600 1101.6
8 2 2010 1107.53 1129.24 1039.7 1049.33 4044967700 1049.33
9 1 2010 1049.72 1081.3 1049.72 1080.29 8793760000 1080.29
